geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037601002,6037601002,2013,1713,1065,1169
1400000US06037601100,6037601100,2013,2051,1023,1123
1400000US06037601202,6037601202,2013,527,1040,1141
1400000US06037601211,6037601211,2013,949,1078,1183
1400000US06037601212,6037601212,2013,1682,1051,1153
1400000US06037601301,6037601301,2013,253,1110,1218
1400000US06037601302,6037601302,2013,2230,1070,1174
1400000US06037601303,6037601303,2013,1805,1102,1209
1400000US06037601401,6037601401,2013,1055,1130,1240
1400000US06037601402,6037601402,2013,708,945,1037
1400000US06037601501,6037601501,2013,882,916,1005
1400000US06037601502,6037601502,2013,555,1019,1118
1400000US06037601600,6037601600,2013,639,981,1077
1400000US06037601700,6037601700,2013,921,1107,1215
1400000US06037601801,6037601801,2013,554,1054,1157
1400000US06037601802,6037601802,2013,617,968,1062
1400000US06037601900,6037601900,2013,952,1034,1135
1400000US06037602002,6037602002,2013,527,985,1081
1400000US06037602003,6037602003,2013,851,1095,1202
1400000US06037602103,6037602103,2013,1703,1027,1127
1400000US06037602104,6037602104,2013,1350,1078,1183
1400000US06037602105,6037602105,2013,1175,1056,1159
1400000US06037602106,6037602106,2013,1727,959,1052
1400000US06037602201,6037602201,2013,977,1260,1383
1400000US06037602202,6037602202,2013,300,1260,1383
1400000US06037602301,6037602301,2013,568,1147,1259
1400000US06037602302,6037602302,2013,173,1955,2146
1400000US06037602402,6037602402,2013,1016,1168,1282
1400000US06037602403,6037602403,2013,1459,1065,1169
1400000US06037602404,6037602404,2013,1620,1098,1205
1400000US06037602504,6037602504,2013,1621,999,1096
1400000US06037602505,6037602505,2013,1531,944,1036
1400000US06037602506,6037602506,2013,1476,1031,1131
1400000US06037602507,6037602507,2013,1353,942,1034
1400000US06037602510,6037602510,2013,966,982,1078
1400000US06037602511,6037602511,2013,969,984,1079
1400000US06037602512,6037602512,2013,119,1178,1293
1400000US06037602513,6037602513,2013,703,1185,1301
1400000US06037602601,6037602601,2013,791,1052,1154
1400000US06037602602,6037602602,2013,395,1052,1154
1400000US06037602700,6037602700,2013,182,1354,1486
1400000US06037602801,6037602801,2013,968,930,1021
1400000US06037602802,6037602802,2013,420,948,1040
1400000US06037602900,6037602900,2013,521,965,1059
1400000US06037603004,6037603004,2013,525,949,1041
1400000US06037603005,6037603005,2013,1043,1093,1199
1400000US06037603006,6037603006,2013,624,1058,1161
1400000US06037603007,6037603007,2013,897,1120,1229
1400000US06037603008,6037603008,2013,627,1120,1229
1400000US06037603101,6037603101,2013,1053,1172,1286
1400000US06037603102,6037603102,2013,976,1072,1176
1400000US06037603200,6037603200,2013,353,1085,1191
1400000US06037603301,6037603301,2013,1066,1253,1375
1400000US06037603302,6037603302,2013,778,1131,1241
1400000US06037603400,6037603400,2013,601,985,1081
1400000US06037603500,6037603500,2013,174,1304,1431
1400000US06037603600,6037603600,2013,326,1543,1693
1400000US06037603702,6037603702,2013,281,1855,2036
1400000US06037603703,6037603703,2013,94,1757,1928
1400000US06037603705,6037603705,2013,720,1016,1115
1400000US06037603706,6037603706,2013,993,1016,1115
1400000US06037603801,6037603801,2013,1084,1211,1329
1400000US06037603802,6037603802,2013,738,1334,1464
1400000US06037603901,6037603901,2013,609,1371,1505
1400000US06037603902,6037603902,2013,622,1371,1505
1400000US06037604001,6037604001,2013,865,1437,1577
1400000US06037604002,6037604002,2013,1136,1401,1537
1400000US06037604101,6037604101,2013,614,1297,1423
1400000US06037604102,6037604102,2013,682,1297,1423
1400000US06037604200,6037604200,2013,700,1323,1452
1400000US06037609900,6037609900,2013,267,1191,1307
1400000US06037620001,6037620001,2013,725,1340,1471
1400000US06037620002,6037620002,2013,983,1573,1726
1400000US06037620101,6037620101,2013,1033,1395,1531
1400000US06037620102,6037620102,2013,1193,1648,1809
1400000US06037620201,6037620201,2013,606,2000,2195
1400000US06037620301,6037620301,2013,317,2000,2195
1400000US06037620303,6037620303,2013,344,2000,2195
1400000US06037620305,6037620305,2013,1404,2000,2195
1400000US06037620400,6037620400,2013,598,1953,2143
1400000US06037620501,6037620501,2013,667,1804,1980
1400000US06037620521,6037620521,2013,762,1373,1507
1400000US06037620522,6037620522,2013,802,1538,1688
1400000US06037620601,6037620601,2013,1273,1492,1637
1400000US06037620602,6037620602,2013,618,1808,1984
1400000US06037620701,6037620701,2013,1276,1681,1845
1400000US06037620703,6037620703,2013,354,1988,2182
1400000US06037620704,6037620704,2013,459,1988,2182
1400000US06037620801,6037620801,2013,360,1752,1923
1400000US06037620802,6037620802,2013,387,1752,1923
1400000US06037620901,6037620901,2013,213,1807,1983
1400000US06037620904,6037620904,2013,390,2000,2195
1400000US06037621001,6037621001,2013,927,1966,2158
1400000US06037621005,6037621005,2013,1534,1930,2118
1400000US06037621102,6037621102,2013,635,1708,1874
1400000US06037621104,6037621104,2013,2222,1784,1958
1400000US06037621201,6037621201,2013,1073,1710,1877
1400000US06037621204,6037621204,2013,1236,1389,1524
1400000US06037621301,6037621301,2013,1314,1772,1945
1400000US06037621324,6037621324,2013,1298,1848,2028
1400000US06037621326,6037621326,2013,1534,1714,1881
1400000US06037621400,6037621400,2013,801,1654,1815
1400000US06037650001,6037650001,2013,645,1181,1296
1400000US06037650003,6037650003,2013,722,1072,1176
1400000US06037650004,6037650004,2013,826,1259,1382
1400000US06037650101,6037650101,2013,384,1437,1577
1400000US06037650102,6037650102,2013,291,1582,1736
1400000US06037650200,6037650200,2013,446,1704,1870
1400000US06037650300,6037650300,2013,1388,1437,1577
1400000US06037650401,6037650401,2013,307,1874,2057
1400000US06037650501,6037650501,2013,79,1216,1334
1400000US06037650502,6037650502,2013,438,1846,2026
1400000US06037650603,6037650603,2013,642,1298,1424
1400000US06037650604,6037650604,2013,2376,1306,1433
1400000US06037650605,6037650605,2013,827,1421,1559
1400000US06037650606,6037650606,2013,1448,1434,1574
1400000US06037650607,6037650607,2013,998,1434,1574
1400000US06037650701,6037650701,2013,129,1688,1852
1400000US06037650702,6037650702,2013,239,2000,2195
1400000US06037650801,6037650801,2013,499,2000,2195
1400000US06037650802,6037650802,2013,369,2000,2195
1400000US06037650901,6037650901,2013,1432,1148,1260
1400000US06037650903,6037650903,2013,663,1293,1419
1400000US06037650904,6037650904,2013,585,1293,1419
1400000US06037651001,6037651001,2013,459,1542,1692
1400000US06037651002,6037651002,2013,651,1471,1614
1400000US06037651101,6037651101,2013,823,1730,1899
1400000US06037651102,6037651102,2013,1067,1317,1445
1400000US06037651201,6037651201,2013,241,1801,1976
1400000US06037651221,6037651221,2013,946,1308,1435
1400000US06037651222,6037651222,2013,1431,1638,1798
1400000US06037651302,6037651302,2013,674,2000,2195
1400000US06037651304,6037651304,2013,1202,1661,1823
1400000US06037651401,6037651401,2013,304,1263,1386
1400000US06037651402,6037651402,2013,741,1456,1598
1400000US06037670001,6037670001,2013,480,1269,1393
1400000US06037670002,6037670002,2013,941,1311,1439
1400000US06037670003,6037670003,2013,1326,1305,1432
1400000US06037670101,6037670101,2013,996,1152,1265
1400000US06037670102,6037670102,2013,592,1153,1265
1400000US06037670201,6037670201,2013,243,1551,1703
1400000US06037670202,6037670202,2013,47,2000,2195
1400000US06037670324,6037670324,2013,250,2000,2195
1400000US06037670326,6037670326,2013,36,2000,2195
1400000US06037670328,6037670328,2013,301,2000,2195
1400000US06037670405,6037670405,2013,351,1898,2083
1400000US06037670406,6037670406,2013,93,2000,2195
1400000US06037670407,6037670407,2013,821,1974,2166
1400000US06037670413,6037670413,2013,297,2000,2195
1400000US06037670416,6037670416,2013,313,1813,1990
1400000US06037670417,6037670417,2013,89,2000,2195
1400000US06037670418,6037670418,2013,112,2000,2195
1400000US06037670500,6037670500,2013,9,2000,2195
1400000US06037670603,6037670603,2013,136,2000,2195
1400000US06037670604,6037670604,2013,359,2000,2195
1400000US06037670701,6037670701,2013,413,1151,1263
1400000US06037670702,6037670702,2013,131,2000,2195
1400000US06037700101,6037700101,2013,2944,1177,1292
1400000US06037700102,6037700102,2013,2017,1102,1209
1400000US06037700200,6037700200,2013,3835,1378,1512
1400000US06037700300,6037700300,2013,2578,1413,1551
1400000US06037700400,6037700400,2013,2383,1525,1674
1400000US06037700501,6037700501,2013,1485,1489,1634
1400000US06037700502,6037700502,2013,2040,1431,1570
1400000US06037700600,6037700600,2013,132,2000,2195
1400000US06037700700,6037700700,2013,95,1444,1585
1400000US06037700801,6037700801,2013,1757,2000,2195
1400000US06037700802,6037700802,2013,1420,1754,1925
1400000US06037700901,6037700901,2013,971,1724,1892
1400000US06037700902,6037700902,2013,2355,1834,2013
1400000US06037701000,6037701000,2013,1708,2000,2195
1400000US06037701201,6037701201,2013,220,1893,2077
1400000US06037701202,6037701202,2013,1282,1864,2046
1400000US06037701302,6037701302,2013,2359,1693,1858
1400000US06037701304,6037701304,2013,1664,1829,2007
1400000US06037701402,6037701402,2013,3724,1537,1687
1400000US06037701501,6037701501,2013,2179,1566,1719
1400000US06037701502,6037701502,2013,1700,1477,1621
1400000US06037701601,6037701601,2013,858,2000,2195
1400000US06037701602,6037701602,2013,1387,1497,1643
1400000US06037701701,6037701701,2013,1315,1444,1585
1400000US06037701702,6037701702,2013,1607,1233,1353
1400000US06037701801,6037701801,2013,1967,1303,1430
1400000US06037701802,6037701802,2013,1569,1422,1561
1400000US06037701902,6037701902,2013,2427,1537,1687
1400000US06037702002,6037702002,2013,2600,1472,1615
1400000US06037702102,6037702102,2013,2895,1741,1911
1400000US06037702201,6037702201,2013,1603,1443,1584
1400000US06037702202,6037702202,2013,880,1706,1872
1400000US06037702300,6037702300,2013,1472,1225,1344
1400000US06037702400,6037702400,2013,1026,1477,1621
1400000US06037702501,6037702501,2013,1027,1693,1858
1400000US06037702502,6037702502,2013,569,1725,1893
1400000US06037702600,6037702600,2013,498,2000,2195
1400000US06037702700,6037702700,2013,204,1162,1275
1400000US06037702801,6037702801,2013,1329,1432,1572
1400000US06037702802,6037702802,2013,474,1406,1543
1400000US06037702803,6037702803,2013,720,1376,1510
1400000US06037702900,6037702900,2013,5044,2000,2195
1400000US06037703002,6037703002,2013,861,1738,1908
1400000US06037703003,6037703003,2013,694,1751,1922
1400000US06037703100,6037703100,2013,767,1166,1280
1400000US06037703200,6037703200,2013,493,1323,1452
1400000US06037800101,6037800101,2013,155,2000,2195
1400000US06037800103,6037800103,2013,172,1957,2148
1400000US06037800104,6037800104,2013,319,1957,2148
1400000US06037800202,6037800202,2013,299,2000,2195
1400000US06037800204,6037800204,2013,337,2000,2195
1400000US06037800205,6037800205,2013,58,1814,1991
1400000US06037800206,6037800206,2013,408,1789,1963
1400000US06037800324,6037800324,2013,363,2000,2195
1400000US06037800325,6037800325,2013,296,1963,2154
1400000US06037800328,6037800328,2013,459,1961,2152
1400000US06037800333,6037800333,2013,205,1842,2021
1400000US06037800334,6037800334,2013,719,1845,2025
1400000US06037800335,6037800335,2013,442,1952,2142
1400000US06037800336,6037800336,2013,776,1984,2177
1400000US06037800337,6037800337,2013,109,1984,2177
1400000US06037800338,6037800338,2013,196,2000,2195
1400000US06037800406,6037800406,2013,205,2000,2195
1400000US06037800410,6037800410,2013,162,2000,2195
1400000US06037800411,6037800411,2013,288,2000,2195
1400000US06037800412,6037800412,2013,225,2000,2195
1400000US06037800504,6037800504,2013,382,2000,2195
1400000US06037800506,6037800506,2013,333,2000,2195
1400000US06037900102,6037900102,2013,131,1114,1223
1400000US06037900103,6037900103,2013,570,1144,1255
1400000US06037900104,6037900104,2013,569,1171,1285
1400000US06037900301,6037900301,2013,29,777,853
1400000US06037900501,6037900501,2013,690,1277,1401
1400000US06037900504,6037900504,2013,709,1276,1400
1400000US06037900505,6037900505,2013,535,1194,1310
1400000US06037900506,6037900506,2013,457,1089,1195
1400000US06037900508,6037900508,2013,222,1654,1815
1400000US06037900509,6037900509,2013,292,1267,1390
1400000US06037900510,6037900510,2013,403,1267,1390
1400000US06037900602,6037900602,2013,543,815,895
1400000US06037900606,6037900606,2013,523,889,976
1400000US06037900607,6037900607,2013,668,896,983
1400000US06037900608,6037900608,2013,332,1314,1442
1400000US06037900609,6037900609,2013,630,1132,1242
1400000US06037900610,6037900610,2013,397,1254,1376
1400000US06037900611,6037900611,2013,238,1254,1376
1400000US06037900701,6037900701,2013,853,1045,1147
1400000US06037900703,6037900703,2013,1336,885,971
1400000US06037900704,6037900704,2013,1279,920,1010
1400000US06037900705,6037900705,2013,1269,921,1011
1400000US06037900804,6037900804,2013,486,1234,1354
1400000US06037900805,6037900805,2013,403,1098,1205
1400000US06037900806,6037900806,2013,1780,695,763
1400000US06037900807,6037900807,2013,512,1345,1476
1400000US06037900808,6037900808,2013,515,1345,1476
1400000US06037900901,6037900901,2013,117,1455,1597
1400000US06037900902,6037900902,2013,147,1455,1597
1400000US06037901007,6037901007,2013,35,1479,1623
1400000US06037901008,6037901008,2013,325,1541,1691
1400000US06037901009,6037901009,2013,616,1266,1389
1400000US06037901010,6037901010,2013,647,1324,1453
1400000US06037901011,6037901011,2013,894,1117,1226
1400000US06037901012,6037901012,2013,234,1463,1606
1400000US06037901013,6037901013,2013,178,1463,1606
1400000US06037901014,6037901014,2013,376,1463,1606
1400000US06037901101,6037901101,2013,593,1035,1136
1400000US06037901102,6037901102,2013,664,1177,1292
1400000US06037901209,6037901209,2013,86,514,564
1400000US06037901210,6037901210,2013,60,1342,1473
1400000US06037901214,6037901214,2013,96,844,926
1400000US06037901215,6037901215,2013,48,844,926
1400000US06037901216,6037901216,2013,769,844,926
1400000US06037901217,6037901217,2013,144,1948,2138
1400000US06037901218,6037901218,2013,23,2000,2195
1400000US06037901300,6037901300,2013,395,864,949
1400000US06037910002,6037910002,2013,506,1595,1750
1400000US06037910210,6037910210,2013,343,1908,2094
1400000US06037910211,6037910211,2013,43,1313,1441
1400000US06037910212,6037910212,2013,149,1313,1441
1400000US06037910213,6037910213,2013,58,1300,1427
1400000US06037910214,6037910214,2013,283,1694,1859
1400000US06037910215,6037910215,2013,576,1559,1711
1400000US06037910216,6037910216,2013,123,1884,2068
1400000US06037910217,6037910217,2013,236,1618,1776
1400000US06037910218,6037910218,2013,475,1400,1536
1400000US06037910301,6037910301,2013,116,975,1070
1400000US06037910302,6037910302,2013,188,1981,2174
1400000US06037910401,6037910401,2013,791,1147,1259
1400000US06037910404,6037910404,2013,396,1192,1308
1400000US06037910405,6037910405,2013,1125,885,972
1400000US06037910501,6037910501,2013,1831,779,855
1400000US06037910502,6037910502,2013,765,1007,1105
1400000US06037910504,6037910504,2013,445,1105,1213
1400000US06037910505,6037910505,2013,279,1585,1739
1400000US06037910601,6037910601,2013,678,1254,1376
1400000US06037910602,6037910602,2013,707,1007,1105
1400000US06037910605,6037910605,2013,406,1191,1307
1400000US06037910606,6037910606,2013,145,1375,1509
1400000US06037910607,6037910607,2013,341,893,980
1400000US06037910608,6037910608,2013,391,893,980
1400000US06037910706,6037910706,2013,313,1426,1565
1400000US06037910707,6037910707,2013,543,995,1092
1400000US06037910709,6037910709,2013,108,1994,2188
1400000US06037910712,6037910712,2013,111,1351,1483
1400000US06037910713,6037910713,2013,258,1526,1675
1400000US06037910714,6037910714,2013,324,1346,1477
1400000US06037910715,6037910715,2013,678,1352,1484
1400000US06037910716,6037910716,2013,421,1518,1666
1400000US06037910717,6037910717,2013,189,1772,1945
1400000US06037910718,6037910718,2013,221,1772,1945
1400000US06037910719,6037910719,2013,218,1772,1945
1400000US06037910720,6037910720,2013,446,1049,1151
1400000US06037910721,6037910721,2013,516,1049,1151
1400000US06037910804,6037910804,2013,85,1671,1834
1400000US06037910807,6037910807,2013,359,1674,1837
1400000US06037910808,6037910808,2013,43,2000,2195
1400000US06037910814,6037910814,2013,111,1276,1400
1400000US06037910815,6037910815,2013,279,1576,1729
1400000US06037911001,6037911001,2013,369,883,969
1400000US06037911100,6037911100,2013,401,1032,1132
1400000US06037920013,6037920013,2013,108,1518,1666
1400000US06037920015,6037920015,2013,128,1964,2155
1400000US06037920016,6037920016,2013,96,2000,2195
1400000US06037920017,6037920017,2013,364,1524,1672
1400000US06037920018,6037920018,2013,132,2000,2195
1400000US06037920020,6037920020,2013,177,2000,2195
1400000US06037920028,6037920028,2013,330,1992,2186
1400000US06037920029,6037920029,2013,303,1439,1579
1400000US06037920030,6037920030,2013,602,1739,1908
1400000US06037920031,6037920031,2013,436,1848,2028
1400000US06037920034,6037920034,2013,226,1690,1855
1400000US06037920035,6037920035,2013,677,1537,1687
1400000US06037920038,6037920038,2013,943,1162,1275
1400000US06037920039,6037920039,2013,21,1875,2058
1400000US06037920040,6037920040,2013,299,1689,1854
1400000US06037920041,6037920041,2013,628,1889,2073
1400000US06037920042,6037920042,2013,1270,1633,1792
1400000US06037920043,6037920043,2013,273,2000,2195
1400000US06037920044,6037920044,2013,115,2000,2195
1400000US06037920046,6037920046,2013,849,1466,1609
1400000US06037920047,6037920047,2013,1053,1466,1609
1400000US06037920048,6037920048,2013,488,1222,1341
1400000US06037920049,6037920049,2013,63,1325,1454
1400000US06037920050,6037920050,2013,116,1310,1438
1400000US06037920102,6037920102,2013,926,1171,1285
1400000US06037920104,6037920104,2013,67,1219,1338
1400000US06037920106,6037920106,2013,250,1083,1188
1400000US06037920109,6037920109,2013,588,1716,1883
1400000US06037920110,6037920110,2013,394,1744,1913
1400000US06037920111,6037920111,2013,80,2000,2195
1400000US06037920112,6037920112,2013,497,1138,1249
1400000US06037920114,6037920114,2013,1239,1777,1950
1400000US06037920115,6037920115,2013,367,1185,1300
1400000US06037920116,6037920116,2013,192,2000,2195
1400000US06037920118,6037920118,2013,224,2000,2195
1400000US06037920119,6037920119,2013,45,2000,2195
1400000US06037920120,6037920120,2013,51,1773,1945
1400000US06037920121,6037920121,2013,525,1882,2066
1400000US06037920303,6037920303,2013,262,1992,2186
1400000US06037920312,6037920312,2013,1006,1189,1305
1400000US06037920313,6037920313,2013,359,1201,1318
1400000US06037920314,6037920314,2013,160,1412,1549
1400000US06037920322,6037920322,2013,221,1210,1328
1400000US06037920326,6037920326,2013,1290,1649,1810
1400000US06037920328,6037920328,2013,454,1837,2016
1400000US06037920329,6037920329,2013,762,1675,1838
1400000US06037920330,6037920330,2013,714,1657,1818
1400000US06037920331,6037920331,2013,439,1281,1406
1400000US06037920332,6037920332,2013,129,1563,1715
1400000US06037920334,6037920334,2013,817,1545,1696
1400000US06037920338,6037920338,2013,146,2000,2195
1400000US06037920339,6037920339,2013,596,1993,2187
1400000US06037920340,6037920340,2013,753,1211,1329
1400000US06037920341,6037920341,2013,415,1211,1329
1400000US06037920342,6037920342,2013,708,1427,1566
1400000US06037920343,6037920343,2013,783,1430,1569
1400000US06037930400,6037930400,2013,243,1413,1551
1400000US06037980008,6037980008,2013,20,925,1015
1400000US06037980010,6037980010,2013,42,1011,1109
1400000US06037980015,6037980015,2013,152,908,996
1400000US06037980016,6037980016,2013,58,934,1025
1400000US06037980017,6037980017,2013,93,1655,1816
1400000US06037980018,6037980018,2013,4,1442,1582
1400000US06037980019,6037980019,2013,3,2000,2195
1400000US06037980022,6037980022,2013,32,1866,2048
1400000US06037980025,6037980025,2013,99,1697,1862
1400000US06037980031,6037980031,2013,19,1105,1213
1400000US06037980035,6037980035,2013,877,1324,1453
1400000US06037980036,6037980036,2013,714,1209,1327
1400000US06037980037,6037980037,2013,106,2000,2195
1400000US06037980038,6037980038,2013,1108,1685,1849
1400000US06037980039,6037980039,2013,32,1901,2086
1400000US06037101110,6037101110,2012,820,1144,1274
1400000US06037101122,6037101122,2012,191,1768,1969
1400000US06037101220,6037101220,2012,768,992,1105
1400000US06037101221,6037101221,2012,1012,1165,1297
1400000US06037101222,6037101222,2012,848,1165,1297
1400000US06037101300,6037101300,2012,201,1352,1506
1400000US06037101400,6037101400,2012,481,1143,1273
1400000US06037102103,6037102103,2012,174,2000,2227
1400000US06037102104,6037102104,2012,305,2000,2227
1400000US06037102105,6037102105,2012,183,1200,1336
1400000US06037102107,6037102107,2012,432,680,757
1400000US06037103101,6037103101,2012,174,1818,2025
1400000US06037103102,6037103102,2012,463,1375,1531
1400000US06037103201,6037103201,2012,172,1143,1273
1400000US06037103202,6037103202,2012,417,1143,1273
1400000US06037103300,6037103300,2012,239,2000,2227
1400000US06037103401,6037103401,2012,530,1108,1234
1400000US06037103402,6037103402,2012,416,1108,1234
1400000US06037104103,6037104103,2012,165,1630,1815
1400000US06037104105,6037104105,2012,726,675,752
1400000US06037104108,6037104108,2012,728,1280,1426
1400000US06037104124,6037104124,2012,231,1234,1374
1400000US06037104201,6037104201,2012,201,972,1082
1400000US06037104203,6037104203,2012,545,1039,1157
1400000US06037104204,6037104204,2012,267,1018,1134
1400000US06037104310,6037104310,2012,250,1706,1900
1400000US06037104321,6037104321,2012,197,1606,1789
1400000US06037104322,6037104322,2012,263,1606,1789
1400000US06037104401,6037104401,2012,183,1375,1531
1400000US06037104403,6037104403,2012,253,1392,1550
1400000US06037104404,6037104404,2012,349,1025,1142
1400000US06037104500,6037104500,2012,320,1192,1328
1400000US06037104610,6037104610,2012,367,1500,1671
1400000US06037104620,6037104620,2012,272,1042,1160
1400000US06037104701,6037104701,2012,642,840,935
1400000US06037104703,6037104703,2012,267,1187,1322
1400000US06037104704,6037104704,2012,416,1347,1500
1400000US06037104821,6037104821,2012,439,1232,1372
1400000US06037104822,6037104822,2012,340,1320,1470
1400000US06037104823,6037104823,2012,185,1453,1618
1400000US06037104824,6037104824,2012,206,1453,1618
1400000US06037106010,6037106010,2012,142,1563,1741
1400000US06037106020,6037106020,2012,225,2000,2227
1400000US06037106111,6037106111,2012,199,1836,2045
1400000US06037106112,6037106112,2012,154,985,1097
1400000US06037106113,6037106113,2012,143,1313,1462
1400000US06037106114,6037106114,2012,837,1148,1279
1400000US06037106403,6037106403,2012,125,1883,2097
1400000US06037106405,6037106405,2012,363,1153,1284
1400000US06037106406,6037106406,2012,190,1342,1495
1400000US06037106407,6037106407,2012,516,1237,1378
1400000US06037106408,6037106408,2012,713,1161,1293
1400000US06037106510,6037106510,2012,452,1460,1626
1400000US06037106520,6037106520,2012,285,979,1090
1400000US06037106603,6037106603,2012,69,2000,2227
1400000US06037106604,6037106604,2012,609,1141,1271
1400000US06037106641,6037106641,2012,47,2000,2227
1400000US06037106642,6037106642,2012,79,1456,1622
1400000US06037106643,6037106643,2012,22,1271,1415
1400000US06037106645,6037106645,2012,62,996,1109
1400000US06037106646,6037106646,2012,72,2000,2227
1400000US06037106648,6037106648,2012,421,948,1056
1400000US06037106649,6037106649,2012,104,1709,1903
1400000US06037107010,6037107010,2012,217,1430,1593
1400000US06037107020,6037107020,2012,273,1486,1655
1400000US06037108101,6037108101,2012,65,2000,2227
1400000US06037108102,6037108102,2012,233,2000,2227
1400000US06037108103,6037108103,2012,97,2000,2227
1400000US06037108104,6037108104,2012,32,2000,2227
1400000US06037108202,6037108202,2012,706,1643,1830
1400000US06037108203,6037108203,2012,122,2000,2227
1400000US06037108204,6037108204,2012,127,2000,2227
1400000US06037109100,6037109100,2012,83,968,1078
1400000US06037109200,6037109200,2012,170,1754,1953
1400000US06037109300,6037109300,2012,168,2000,2227
1400000US06037109400,6037109400,2012,277,1928,2147
1400000US06037109500,6037109500,2012,450,1418,1579
1400000US06037109601,6037109601,2012,393,1643,1830
1400000US06037109603,6037109603,2012,573,1024,1140
1400000US06037109604,6037109604,2012,223,841,937
1400000US06037109700,6037109700,2012,285,1849,2059
1400000US06037109800,6037109800,2012,251,1800,2005
1400000US06037111100,6037111100,2012,256,1533,1707
1400000US06037111201,6037111201,2012,117,2000,2227
1400000US06037111202,6037111202,2012,645,1709,1903
1400000US06037111204,6037111204,2012,177,2000,2227
1400000US06037111205,6037111205,2012,559,1807,2012
1400000US06037111206,6037111206,2012,191,2000,2227
1400000US06037111302,6037111302,2012,802,1247,1389
1400000US06037111303,6037111303,2012,1442,1382,1539
1400000US06037111304,6037111304,2012,403,1382,1539
1400000US06037111401,6037111401,2012,774,1295,1442
1400000US06037111402,6037111402,2012,894,1295,1442
1400000US06037113101,6037113101,2012,81,2000,2227
1400000US06037113102,6037113102,2012,37,2000,2227
1400000US06037113211,6037113211,2012,237,2000,2227
1400000US06037113212,6037113212,2012,444,1772,1973
1400000US06037113213,6037113213,2012,546,1416,1577
1400000US06037113231,6037113231,2012,165,2000,2227
1400000US06037113232,6037113232,2012,168,1384,1541
1400000US06037113234,6037113234,2012,809,1043,1162
1400000US06037113235,6037113235,2012,167,1445,1609
1400000US06037113237,6037113237,2012,455,1393,1551
1400000US06037113238,6037113238,2012,829,1200,1336
1400000US06037113239,6037113239,2012,507,1200,1336
1400000US06037113301,6037113301,2012,120,2000,2227
1400000US06037113303,6037113303,2012,216,1771,1972
1400000US06037113322,6037113322,2012,97,2000,2227
1400000US06037113323,6037113323,2012,1143,1283,1429
1400000US06037113324,6037113324,2012,513,1283,1429
1400000US06037113423,6037113423,2012,122,931,1037
1400000US06037113424,6037113424,2012,299,931,1037
1400000US06037113425,6037113425,2012,215,1237,1378
1400000US06037113426,6037113426,2012,1183,1237,1378
1400000US06037113427,6037113427,2012,157,1100,1225
1400000US06037113428,6037113428,2012,769,1100,1225
1400000US06037115101,6037115101,2012,79,1308,1457
1400000US06037115103,6037115103,2012,70,1732,1929
1400000US06037115104,6037115104,2012,1219,1307,1456
1400000US06037115202,6037115202,2012,1029,1299,1447
1400000US06037115203,6037115203,2012,930,1277,1422
1400000US06037115204,6037115204,2012,1192,1277,1422
1400000US06037115301,6037115301,2012,580,1606,1789
1400000US06037115302,6037115302,2012,628,1142,1272
1400000US06037115401,6037115401,2012,1151,1091,1215
1400000US06037115403,6037115403,2012,807,1128,1256
1400000US06037115404,6037115404,2012,399,1157,1289
1400000US06037117101,6037117101,2012,351,1336,1488
1400000US06037117102,6037117102,2012,94,1250,1392
1400000US06037117201,6037117201,2012,804,1061,1182
1400000US06037117202,6037117202,2012,62,2000,2227
1400000US06037117301,6037117301,2012,116,2000,2227
1400000US06037117302,6037117302,2012,355,1680,1871
1400000US06037117303,6037117303,2012,221,2000,2227
1400000US06037117404,6037117404,2012,322,1183,1317
1400000US06037117405,6037117405,2012,737,988,1100
1400000US06037117407,6037117407,2012,795,1059,1179
1400000US06037117408,6037117408,2012,740,962,1071
1400000US06037117510,6037117510,2012,849,1093,1217
1400000US06037117520,6037117520,2012,699,1046,1165
1400000US06037117530,6037117530,2012,1142,1097,1222
1400000US06037119001,6037119001,2012,183,1681,1872
1400000US06037119003,6037119003,2012,250,1494,1664
1400000US06037119004,6037119004,2012,249,1494,1664
1400000US06037119201,6037119201,2012,276,1429,1591
1400000US06037119202,6037119202,2012,323,1207,1344
1400000US06037119310,6037119310,2012,389,870,969
1400000US06037119320,6037119320,2012,794,1387,1545
1400000US06037119340,6037119340,2012,893,1036,1154
1400000US06037119341,6037119341,2012,480,1231,1371
1400000US06037119342,6037119342,2012,374,1329,1480
1400000US06037119400,6037119400,2012,264,1893,2108
1400000US06037119700,6037119700,2012,359,1313,1462
1400000US06037119801,6037119801,2012,206,1383,1540
1400000US06037119802,6037119802,2012,211,1383,1540
1400000US06037119900,6037119900,2012,321,1847,2057
1400000US06037120010,6037120010,2012,202,1320,1470
1400000US06037120020,6037120020,2012,819,991,1104
1400000US06037120030,6037120030,2012,641,1065,1187
1400000US06037120103,6037120103,2012,812,1007,1121
1400000US06037120104,6037120104,2012,716,1083,1206
1400000US06037120105,6037120105,2012,543,858,956
1400000US06037120106,6037120106,2012,1001,1005,1119
1400000US06037120107,6037120107,2012,988,1049,1168
1400000US06037120108,6037120108,2012,707,1257,1400
1400000US06037120300,6037120300,2012,394,1243,1384
1400000US06037120400,6037120400,2012,1438,1102,1227
1400000US06037121010,6037121010,2012,281,1409,1569
